persona,text,likert_scale,Itemnum,answer
Al Capone,Is inventive,1 to 5,25,3
Al Capone,Has an assertive personality,1 to 5,26,2
Al Capone,Can be cold and aloof,1 to 5,27,2
Al Capone,Perseveres until the task is finished,1 to 5,28,5
Al Capone,Can be moody,1 to 5,29,2
Al Capone,"Values artistic, aesthetic experiences",1 to 5,30,1
Al Capone,"Is sometimes shy, inhibited",1 to 5,31,5
Al Capone,Is considerate and kind to almost everyone,1 to 5,32,1
Al Capone,Does things efficiently,1 to 5,33,3
Al Capone,Remains calm in tense situations,1 to 5,34,3
Al Capone,Prefers work that is routine,1 to 5,35,3
Al Capone,"Is outgoing, sociable",1 to 5,36,2
Al Capone,Is sometimes rude to others,1 to 5,37,3
Al Capone,Makes plans and follows through with them,1 to 5,38,3
Al Capone,Gets nervous easily,1 to 5,39,3
Al Capone,"Likes to reflect, play with ideas",1 to 5,40,3
Al Capone,Has few artistic interests,1 to 5,41,3
Al Capone,Likes to cooperate with others,1 to 5,42,4
Al Capone,Is easily distracted,1 to 5,43,4
Al Capone,"Is sophisticated in art, music, or Literature",1 to 5,44,1
Suharto,Is talkative,1 to 5,1,1
Suharto,Tends to find fault with others,1 to 5,2,1
Suharto,Does a thorough job,1 to 5,3,5
Suharto,"Is depressed, blue",1 to 5,4,1
Suharto,"Is original, comes up with new ideas",1 to 5,5,1
Suharto,Is reserved,1 to 5,6,1
Suharto,Is helpful and unselfish with others,1 to 5,7,1
Suharto,Can be somewhat careless,1 to 5,8,4
Suharto,"Is relaxed, handles stress well",1 to 5,9,3
Suharto,Is curious about many different things,1 to 5,10,3
Suharto,Is full of energy,1 to 5,11,5
Suharto,Starts quarrels with others,1 to 5,12,1
Suharto,Is a reliable worker,1 to 5,13,3
Suharto,Can be tense,1 to 5,14,1
Suharto,"Is ingenious, a deep thinker",1 to 5,15,1
Suharto,Generates a lot of enthusiasm,1 to 5,16,1
Suharto,Has a forgiving nature,1 to 5,17,4
Suharto,Tends to be disorganized,1 to 5,18,3
Suharto,Worries a lot,1 to 5,19,2
Suharto,Has an active imagination,1 to 5,20,4
Suharto,Tends to be quiet,1 to 5,21,5
Suharto,Is generally trusting,1 to 5,22,2
Suharto,Tends to be lazy,1 to 5,23,5
Suharto,"Is emotionally stable, not easily upset",1 to 5,24,4
Suharto,Is inventive,1 to 5,25,5
Suharto,Has an assertive personality,1 to 5,26,5
Suharto,Can be cold and aloof,1 to 5,27,5
Suharto,Perseveres until the task is finished,1 to 5,28,2
Suharto,Can be moody,1 to 5,29,3
Suharto,"Values artistic, aesthetic experiences",1 to 5,30,2
Suharto,"Is sometimes shy, inhibited",1 to 5,31,3
Suharto,Is considerate and kind to almost everyone,1 to 5,32,3
Suharto,Does things efficiently,1 to 5,33,5
Suharto,Remains calm in tense situations,1 to 5,34,1
Suharto,Prefers work that is routine,1 to 5,35,5
Suharto,"Is outgoing, sociable",1 to 5,36,1
Suharto,Is sometimes rude to others,1 to 5,37,4
Suharto,Makes plans and follows through with them,1 to 5,38,5
Suharto,Gets nervous easily,1 to 5,39,4
Suharto,"Likes to reflect, play with ideas",1 to 5,40,3
Suharto,Has few artistic interests,1 to 5,41,5
Suharto,Likes to cooperate with others,1 to 5,42,5
Suharto,Is easily distracted,1 to 5,43,3
Suharto,"Is sophisticated in art, music, or Literature",1 to 5,44,2
Osama Bin Laden,Is talkative,1 to 5,1,2
Osama Bin Laden,Tends to find fault with others,1 to 5,2,2
Osama Bin Laden,Does a thorough job,1 to 5,3,5
Osama Bin Laden,"Is depressed, blue",1 to 5,4,4
Osama Bin Laden,"Is original, comes up with new ideas",1 to 5,5,3
Osama Bin Laden,Is reserved,1 to 5,6,3
Osama Bin Laden,Is helpful and unselfish with others,1 to 5,7,3
Osama Bin Laden,Can be somewhat careless,1 to 5,8,3
Osama Bin Laden,"Is relaxed, handles stress well",1 to 5,9,5
Osama Bin Laden,Is curious about many different things,1 to 5,10,5
Osama Bin Laden,Is full of energy,1 to 5,11,3
Osama Bin Laden,Starts quarrels with others,1 to 5,12,5
Osama Bin Laden,Is a reliable worker,1 to 5,13,3
Osama Bin Laden,Can be tense,1 to 5,14,3
Osama Bin Laden,"Is ingenious, a deep thinker",1 to 5,15,5
Osama Bin Laden,Generates a lot of enthusiasm,1 to 5,16,1
Osama Bin Laden,Has a forgiving nature,1 to 5,17,3
Osama Bin Laden,Tends to be disorganized,1 to 5,18,4
Osama Bin Laden,Worries a lot,1 to 5,19,3
Osama Bin Laden,Has an active imagination,1 to 5,20,1
Osama Bin Laden,Tends to be quiet,1 to 5,21,5
Osama Bin Laden,Is generally trusting,1 to 5,22,3
Osama Bin Laden,Tends to be lazy,1 to 5,23,2
Osama Bin Laden,"Is emotionally stable, not easily upset",1 to 5,24,3
Osama Bin Laden,Is inventive,1 to 5,25,3
Osama Bin Laden,Has an assertive personality,1 to 5,26,3
Osama Bin Laden,Can be cold and aloof,1 to 5,27,5
Osama Bin Laden,Perseveres until the task is finished,1 to 5,28,5
Osama Bin Laden,Can be moody,1 to 5,29,3
Osama Bin Laden,"Values artistic, aesthetic experiences",1 to 5,30,1
Osama Bin Laden,"Is sometimes shy, inhibited",1 to 5,31,3
Osama Bin Laden,Is considerate and kind to almost everyone,1 to 5,32,3
Osama Bin Laden,Does things efficiently,1 to 5,33,3
Osama Bin Laden,Remains calm in tense situations,1 to 5,34,3
Osama Bin Laden,Prefers work that is routine,1 to 5,35,5
Osama Bin Laden,"Is outgoing, sociable",1 to 5,36,1
Osama Bin Laden,Is sometimes rude to others,1 to 5,37,5
Osama Bin Laden,Makes plans and follows through with them,1 to 5,38,3
Osama Bin Laden,Gets nervous easily,1 to 5,39,2
Osama Bin Laden,"Likes to reflect, play with ideas",1 to 5,40,1
Osama Bin Laden,Has few artistic interests,1 to 5,41,1
Osama Bin Laden,Likes to cooperate with others,1 to 5,42,3
Osama Bin Laden,Is easily distracted,1 to 5,43,3
Osama Bin Laden,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Harold Shipman,Is talkative,1 to 5,1,4
Harold Shipman,Tends to find fault with others,1 to 5,2,3
Harold Shipman,Does a thorough job,1 to 5,3,1
Harold Shipman,"Is depressed, blue",1 to 5,4,3
Harold Shipman,"Is original, comes up with new ideas",1 to 5,5,5
Harold Shipman,Is reserved,1 to 5,6,4
Harold Shipman,Is helpful and unselfish with others,1 to 5,7,1
Harold Shipman,Can be somewhat careless,1 to 5,8,1
Harold Shipman,"Is relaxed, handles stress well",1 to 5,9,5
Harold Shipman,Is curious about many different things,1 to 5,10,4
Harold Shipman,Is full of energy,1 to 5,11,5
Harold Shipman,Starts quarrels with others,1 to 5,12,2
Harold Shipman,Is a reliable worker,1 to 5,13,1
Harold Shipman,Can be tense,1 to 5,14,5
Harold Shipman,"Is ingenious, a deep thinker",1 to 5,15,1
Harold Shipman,Generates a lot of enthusiasm,1 to 5,16,2
Harold Shipman,Has a forgiving nature,1 to 5,17,2
Harold Shipman,Tends to be disorganized,1 to 5,18,4
Harold Shipman,Worries a lot,1 to 5,19,5
Harold Shipman,Has an active imagination,1 to 5,20,3
Harold Shipman,Tends to be quiet,1 to 5,21,3
Harold Shipman,Is generally trusting,1 to 5,22,5
Harold Shipman,Tends to be lazy,1 to 5,23,3
Harold Shipman,"Is emotionally stable, not easily upset",1 to 5,24,3
Harold Shipman,Is inventive,1 to 5,25,5
Harold Shipman,Has an assertive personality,1 to 5,26,5
Harold Shipman,Can be cold and aloof,1 to 5,27,4
Harold Shipman,Perseveres until the task is finished,1 to 5,28,3
Harold Shipman,Can be moody,1 to 5,29,5
Harold Shipman,"Values artistic, aesthetic experiences",1 to 5,30,1
Harold Shipman,"Is sometimes shy, inhibited",1 to 5,31,2
Harold Shipman,Is considerate and kind to almost everyone,1 to 5,32,3
Harold Shipman,Does things efficiently,1 to 5,33,5
Harold Shipman,Remains calm in tense situations,1 to 5,34,5
Harold Shipman,Prefers work that is routine,1 to 5,35,4
Harold Shipman,"Is outgoing, sociable",1 to 5,36,2
Harold Shipman,Is sometimes rude to others,1 to 5,37,3
Harold Shipman,Makes plans and follows through with them,1 to 5,38,3
Harold Shipman,Gets nervous easily,1 to 5,39,4
Harold Shipman,"Likes to reflect, play with ideas",1 to 5,40,5
Harold Shipman,Has few artistic interests,1 to 5,41,5
Harold Shipman,Likes to cooperate with others,1 to 5,42,5
Harold Shipman,Is easily distracted,1 to 5,43,4
Harold Shipman,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Pedro López,Is talkative,1 to 5,1,3
Pedro López,Tends to find fault with others,1 to 5,2,5
Pedro López,Does a thorough job,1 to 5,3,3
Pedro López,"Is depressed, blue",1 to 5,4,3
Pedro López,"Is original, comes up with new ideas",1 to 5,5,4
Pedro López,Is reserved,1 to 5,6,5
Pedro López,Is helpful and unselfish with others,1 to 5,7,4
Pedro López,Can be somewhat careless,1 to 5,8,3
Pedro López,"Is relaxed, handles stress well",1 to 5,9,3
Pedro López,Is curious about many different things,1 to 5,10,4
Pedro López,Is full of energy,1 to 5,11,5
Pedro López,Starts quarrels with others,1 to 5,12,1
Pedro López,Is a reliable worker,1 to 5,13,1
Pedro López,Can be tense,1 to 5,14,5
Pedro López,"Is ingenious, a deep thinker",1 to 5,15,3
Pedro López,Generates a lot of enthusiasm,1 to 5,16,4
Pedro López,Has a forgiving nature,1 to 5,17,3
Pedro López,Tends to be disorganized,1 to 5,18,4
Pedro López,Worries a lot,1 to 5,19,3
Pedro López,Has an active imagination,1 to 5,20,3
Pedro López,Tends to be quiet,1 to 5,21,3
Pedro López,Is generally trusting,1 to 5,22,5
Pedro López,Tends to be lazy,1 to 5,23,4
Pedro López,"Is emotionally stable, not easily upset",1 to 5,24,5
Pedro López,Is inventive,1 to 5,25,3
Pedro López,Has an assertive personality,1 to 5,26,3
Pedro López,Can be cold and aloof,1 to 5,27,4
Pedro López,Perseveres until the task is finished,1 to 5,28,5
Pedro López,Can be moody,1 to 5,29,5
Pedro López,"Values artistic, aesthetic experiences",1 to 5,30,2
Pedro López,"Is sometimes shy, inhibited",1 to 5,31,3
Pedro López,Is considerate and kind to almost everyone,1 to 5,32,3
Pedro López,Does things efficiently,1 to 5,33,5
Pedro López,Remains calm in tense situations,1 to 5,34,3
Pedro López,Prefers work that is routine,1 to 5,35,5
Pedro López,"Is outgoing, sociable",1 to 5,36,5
Pedro López,Is sometimes rude to others,1 to 5,37,3
Pedro López,Makes plans and follows through with them,1 to 5,38,5
Pedro López,Gets nervous easily,1 to 5,39,5
Pedro López,"Likes to reflect, play with ideas",1 to 5,40,5
Pedro López,Has few artistic interests,1 to 5,41,4
Pedro López,Likes to cooperate with others,1 to 5,42,5
Pedro López,Is easily distracted,1 to 5,43,1
Pedro López,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Bonnie Parker,Is talkative,1 to 5,1,4
Bonnie Parker,Tends to find fault with others,1 to 5,2,3
Bonnie Parker,Does a thorough job,1 to 5,3,3
Bonnie Parker,"Is depressed, blue",1 to 5,4,4
Bonnie Parker,"Is original, comes up with new ideas",1 to 5,5,1
Bonnie Parker,Is reserved,1 to 5,6,5
Bonnie Parker,Is helpful and unselfish with others,1 to 5,7,3
Bonnie Parker,Can be somewhat careless,1 to 5,8,1
Bonnie Parker,"Is relaxed, handles stress well",1 to 5,9,5
Bonnie Parker,Is curious about many different things,1 to 5,10,1
Bonnie Parker,Is full of energy,1 to 5,11,3
Bonnie Parker,Starts quarrels with others,1 to 5,12,3
Bonnie Parker,Is a reliable worker,1 to 5,13,5
Bonnie Parker,Can be tense,1 to 5,14,5
Bonnie Parker,"Is ingenious, a deep thinker",1 to 5,15,1
Bonnie Parker,Generates a lot of enthusiasm,1 to 5,16,5
Bonnie Parker,Has a forgiving nature,1 to 5,17,2
Bonnie Parker,Tends to be disorganized,1 to 5,18,4
Bonnie Parker,Worries a lot,1 to 5,19,5
Bonnie Parker,Has an active imagination,1 to 5,20,3
Bonnie Parker,Tends to be quiet,1 to 5,21,3
Bonnie Parker,Is generally trusting,1 to 5,22,5
Bonnie Parker,Tends to be lazy,1 to 5,23,3
Bonnie Parker,"Is emotionally stable, not easily upset",1 to 5,24,3
Bonnie Parker,Is inventive,1 to 5,25,2
Bonnie Parker,Has an assertive personality,1 to 5,26,4
Bonnie Parker,Can be cold and aloof,1 to 5,27,3
Bonnie Parker,Perseveres until the task is finished,1 to 5,28,5
Bonnie Parker,Can be moody,1 to 5,29,2
Bonnie Parker,"Values artistic, aesthetic experiences",1 to 5,30,4
Bonnie Parker,"Is sometimes shy, inhibited",1 to 5,31,2
Bonnie Parker,Is considerate and kind to almost everyone,1 to 5,32,1
Bonnie Parker,Does things efficiently,1 to 5,33,5
Bonnie Parker,Remains calm in tense situations,1 to 5,34,3
Bonnie Parker,Prefers work that is routine,1 to 5,35,3
Bonnie Parker,"Is outgoing, sociable",1 to 5,36,1
Bonnie Parker,Is sometimes rude to others,1 to 5,37,5
Bonnie Parker,Makes plans and follows through with them,1 to 5,38,1
Bonnie Parker,Gets nervous easily,1 to 5,39,3
Bonnie Parker,"Likes to reflect, play with ideas",1 to 5,40,3
Bonnie Parker,Has few artistic interests,1 to 5,41,4
Bonnie Parker,Likes to cooperate with others,1 to 5,42,1
Bonnie Parker,Is easily distracted,1 to 5,43,3
Bonnie Parker,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Ted Kaczynski,Is talkative,1 to 5,1,5
Ted Kaczynski,Tends to find fault with others,1 to 5,2,3
Ted Kaczynski,Does a thorough job,1 to 5,3,4
Ted Kaczynski,"Is depressed, blue",1 to 5,4,1
Ted Kaczynski,"Is original, comes up with new ideas",1 to 5,5,4
Ted Kaczynski,Is reserved,1 to 5,6,5
Ted Kaczynski,Is helpful and unselfish with others,1 to 5,7,4
Ted Kaczynski,"Is relaxed, handles stress well",1 to 5,8,5
Ted Kaczynski,Is curious about many different things,1 to 5,9,5
Ted Kaczynski,Is full of energy,1 to 5,10,1
Ted Kaczynski,Starts quarrels with others,1 to 5,11,3
Ted Kaczynski,Is a reliable worker,1 to 5,12,5
Ted Kaczynski,Can be tense,1 to 5,13,1
Ted Kaczynski,"Is ingenious, a deep thinker",1 to 5,14,3
Ted Kaczynski,Generates a lot of enthusiasm,1 to 5,15,5
Ted Kaczynski,Has a forgiving nature,1 to 5,16,3
Ted Kaczynski,Tends to be disorganized,1 to 5,17,1
Ted Kaczynski,Worries a lot,1 to 5,18,4
Ted Kaczynski,Has an active imagination,1 to 5,19,3
Ted Kaczynski,Tends to be quiet,1 to 5,20,5
Ted Kaczynski,Is generally trusting,1 to 5,21,1
Ted Kaczynski,Tends to be lazy,1 to 5,22,3
Ted Kaczynski,"Is emotionally stable, not easily upset",1 to 5,23,5
Ted Kaczynski,Is inventive,1 to 5,24,1
Ted Kaczynski,Has an assertive personality,1 to 5,25,5
Ted Kaczynski,Can be cold and aloof,1 to 5,26,5
Ted Kaczynski,Perseveres until the task is finished,1 to 5,27,5
Ted Kaczynski,Can be moody,1 to 5,28,5
Ted Kaczynski,"Values artistic, aesthetic experiences",1 to 5,29,3
Ted Kaczynski,"Is sometimes shy, inhibited",1 to 5,30,3
Ted Kaczynski,Is considerate and kind to almost everyone,1 to 5,31,5
Ted Kaczynski,Does things efficiently,1 to 5,32,2
Ted Kaczynski,Remains calm in tense situations,1 to 5,33,5
Ted Kaczynski,Prefers work that is routine,1 to 5,34,5
Ted Kaczynski,"Is outgoing, sociable",1 to 5,35,1
Ted Kaczynski,Is sometimes rude to others,1 to 5,36,3
Ted Kaczynski,Makes plans and follows through with them,1 to 5,37,3
Ted Kaczynski,Gets nervous easily,1 to 5,38,3
Ted Kaczynski,"Likes to reflect, play with ideas",1 to 5,39,5
Ted Kaczynski,Has few artistic interests,1 to 5,40,3
Ted Kaczynski,Likes to cooperate with others,1 to 5,41,2
Ted Kaczynski,Is easily distracted,1 to 5,42,5
Ted Kaczynski,"Is sophisticated in art, music, or Literature",1 to 5,43,4
Saddam Hussein,Is talkative,1 to 5,1,5
Saddam Hussein,Tends to find fault with others,1 to 5,2,5
Saddam Hussein,Does a thorough job,1 to 5,3,3
Saddam Hussein,"Is depressed, blue",1 to 5,4,1
Saddam Hussein,"Is original, comes up with new ideas",1 to 5,5,4
Saddam Hussein,Is reserved,1 to 5,6,5
Saddam Hussein,Is helpful and unselfish with others,1 to 5,7,1
Saddam Hussein,Can be somewhat careless,1 to 5,8,5
Saddam Hussein,"Is relaxed, handles stress well",1 to 5,9,2
Saddam Hussein,Is curious about many different things,1 to 5,10,5
Saddam Hussein,Is full of energy,1 to 5,11,3
Saddam Hussein,Starts quarrels with others,1 to 5,12,1
Saddam Hussein,Is a reliable worker,1 to 5,13,5
Saddam Hussein,Can be tense,1 to 5,14,3
Saddam Hussein,"Is ingenious, a deep thinker",1 to 5,15,2
Saddam Hussein,Generates a lot of enthusiasm,1 to 5,16,4
Saddam Hussein,Has a forgiving nature,1 to 5,17,3
Saddam Hussein,Tends to be disorganized,1 to 5,18,5
Saddam Hussein,Worries a lot,1 to 5,19,1
Saddam Hussein,Has an active imagination,1 to 5,20,5
Saddam Hussein,Tends to be quiet,1 to 5,21,2
Saddam Hussein,Is generally trusting,1 to 5,22,3
Saddam Hussein,Tends to be lazy,1 to 5,23,4
Saddam Hussein,"Is emotionally stable, not easily upset",1 to 5,24,3
Saddam Hussein,Is inventive,1 to 5,25,4
Saddam Hussein,Has an assertive personality,1 to 5,26,3
Saddam Hussein,Can be cold and aloof,1 to 5,27,5
Saddam Hussein,Perseveres until the task is finished,1 to 5,28,5
Saddam Hussein,Can be moody,1 to 5,29,3
Saddam Hussein,"Values artistic, aesthetic experiences",1 to 5,30,1
Saddam Hussein,"Is sometimes shy, inhibited",1 to 5,31,3
Saddam Hussein,Is considerate and kind to almost everyone,1 to 5,32,5
Saddam Hussein,Does things efficiently,1 to 5,33,3
Saddam Hussein,Remains calm in tense situations,1 to 5,34,1
Saddam Hussein,Prefers work that is routine,1 to 5,35,3
Saddam Hussein,"Is outgoing, sociable",1 to 5,36,3
Saddam Hussein,Is sometimes rude to others,1 to 5,37,3
Saddam Hussein,Makes plans and follows through with them,1 to 5,38,5
Saddam Hussein,Gets nervous easily,1 to 5,39,3
Saddam Hussein,"Likes to reflect, play with ideas",1 to 5,40,2
Saddam Hussein,Has few artistic interests,1 to 5,41,1
Saddam Hussein,Likes to cooperate with others,1 to 5,42,5
Saddam Hussein,Is easily distracted,1 to 5,43,3
Saddam Hussein,"Is sophisticated in art, music, or Literature",1 to 5,44,1
Mao Zedong,Is talkative,1 to 5,1,5
Mao Zedong,Tends to find fault with others,1 to 5,2,3
Mao Zedong,Does a thorough job,1 to 5,3,1
Mao Zedong,"Is depressed, blue",1 to 5,4,3
Mao Zedong,"Is original, comes up with new ideas",1 to 5,5,4
Mao Zedong,Is reserved,1 to 5,6,3
Mao Zedong,Is helpful and unselfish with others,1 to 5,7,4
Mao Zedong,Can be somewhat careless,1 to 5,8,3
Mao Zedong,"Is relaxed, handles stress well",1 to 5,9,4
Mao Zedong,Is curious about many different things,1 to 5,10,1
Mao Zedong,Is full of energy,1 to 5,11,3
Mao Zedong,Starts quarrels with others,1 to 5,12,4
Mao Zedong,Is a reliable worker,1 to 5,13,2
Mao Zedong,Can be tense,1 to 5,14,5
Mao Zedong,"Is ingenious, a deep thinker",1 to 5,15,3
Mao Zedong,Generates a lot of enthusiasm,1 to 5,16,1
Mao Zedong,Has a forgiving nature,1 to 5,17,4
Mao Zedong,Tends to be disorganized,1 to 5,18,3
Mao Zedong,Worries a lot,1 to 5,19,3
Mao Zedong,Has an active imagination,1 to 5,20,4
Mao Zedong,Tends to be quiet,1 to 5,21,5
Mao Zedong,Is generally trusting,1 to 5,22,5
Mao Zedong,Tends to be lazy,1 to 5,23,3
Mao Zedong,"Is emotionally stable, not easily upset",1 to 5,24,3
Mao Zedong,Is inventive,1 to 5,25,4
Mao Zedong,Has an assertive personality,1 to 5,26,1
Mao Zedong,Can be cold and aloof,1 to 5,27,3
Mao Zedong,Perseveres until the task is finished,1 to 5,28,5
Mao Zedong,Can be moody,1 to 5,29,1
Mao Zedong,"Values artistic, aesthetic experiences",1 to 5,30,4
Mao Zedong,"Is sometimes shy, inhibited",1 to 5,31,5
Mao Zedong,Is considerate and kind to almost everyone,1 to 5,32,1
Mao Zedong,Does things efficiently,1 to 5,33,4
Mao Zedong,Remains calm in tense situations,1 to 5,34,4
Mao Zedong,Prefers work that is routine,1 to 5,35,4
Mao Zedong,"Is outgoing, sociable",1 to 5,36,3
Mao Zedong,Is sometimes rude to others,1 to 5,37,3
Mao Zedong,Makes plans and follows through with them,1 to 5,38,4
Mao Zedong,Gets nervous easily,1 to 5,39,3
Mao Zedong,"Likes to reflect, play with ideas",1 to 5,40,5
Mao Zedong,Has few artistic interests,1 to 5,41,4
Mao Zedong,Likes to cooperate with others,1 to 5,42,3
Mao Zedong,Is easily distracted,1 to 5,43,4
Mao Zedong,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Josef Stalin,Is talkative,1 to 5,1,5
Josef Stalin,Tends to find fault with others,1 to 5,2,3
Josef Stalin,Does a thorough job,1 to 5,3,3
Josef Stalin,"Is depressed, blue",1 to 5,4,3
Josef Stalin,"Is original, comes up with new ideas",1 to 5,5,1
Josef Stalin,Is reserved,1 to 5,6,1
Josef Stalin,Is helpful and unselfish with others,1 to 5,7,4
Josef Stalin,Can be somewhat careless,1 to 5,8,4
Josef Stalin,"Is relaxed, handles stress well",1 to 5,9,3
Josef Stalin,Is curious about many different things,1 to 5,10,3
Josef Stalin,Is full of energy,1 to 5,11,1
Josef Stalin,Starts quarrels with others,1 to 5,12,3
Josef Stalin,Is a reliable worker,1 to 5,13,4
Josef Stalin,Can be tense,1 to 5,14,3
Josef Stalin,"Is ingenious, a deep thinker",1 to 5,15,4
Josef Stalin,Generates a lot of enthusiasm,1 to 5,16,3
Josef Stalin,Has a forgiving nature,1 to 5,17,1
Josef Stalin,Tends to be disorganized,1 to 5,18,3
Josef Stalin,Worries a lot,1 to 5,19,5
Josef Stalin,Has an active imagination,1 to 5,20,5
Josef Stalin,Tends to be quiet,1 to 5,21,3
Josef Stalin,Is generally trusting,1 to 5,22,3
Josef Stalin,Tends to be lazy,1 to 5,23,3
Josef Stalin,"Is emotionally stable, not easily upset",1 to 5,24,5
Josef Stalin,Is inventive,1 to 5,25,3
Josef Stalin,Has an assertive personality,1 to 5,26,5
Josef Stalin,Can be cold and aloof,1 to 5,27,1
Josef Stalin,Perseveres until the task is finished,1 to 5,28,3
Josef Stalin,Can be moody,1 to 5,29,2
Josef Stalin,"Values artistic, aesthetic experiences",1 to 5,30,5
Josef Stalin,"Is sometimes shy, inhibited",1 to 5,31,3
Josef Stalin,Is considerate and kind to almost everyone,1 to 5,32,3
Josef Stalin,Does things efficiently,1 to 5,33,5
Josef Stalin,Remains calm in tense situations,1 to 5,34,4
Josef Stalin,Prefers work that is routine,1 to 5,35,4
Josef Stalin,"Is outgoing, sociable",1 to 5,36,3
Josef Stalin,Is sometimes rude to others,1 to 5,37,4
Josef Stalin,Makes plans and follows through with them,1 to 5,38,3
Josef Stalin,Gets nervous easily,1 to 5,39,2
Josef Stalin,"Likes to reflect, play with ideas",1 to 5,40,3
Josef Stalin,Has few artistic interests,1 to 5,41,3
Josef Stalin,Likes to cooperate with others,1 to 5,42,2
Josef Stalin,Is easily distracted,1 to 5,43,4
Josef Stalin,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Adolf Hitler,Is talkative,1 to 5,1,4
Adolf Hitler,Tends to find fault with others,1 to 5,2,5
Adolf Hitler,Does a thorough job,1 to 5,3,2
Adolf Hitler,"Is depressed, blue",1 to 5,4,3
Adolf Hitler,"Is original, comes up with new ideas",1 to 5,5,2
Adolf Hitler,Is reserved,1 to 5,6,5
Adolf Hitler,Is helpful and unselfish with others,1 to 5,7,3
Adolf Hitler,Can be somewhat careless,1 to 5,8,5
Adolf Hitler,"Is relaxed, handles stress well",1 to 5,9,4
Adolf Hitler,Is curious about many different things,1 to 5,10,4
Adolf Hitler,Is full of energy,1 to 5,11,5
Adolf Hitler,Starts quarrels with others,1 to 5,12,5
Adolf Hitler,Is a reliable worker,1 to 5,13,3
Adolf Hitler,Can be tense,1 to 5,14,3
Adolf Hitler,"Is ingenious, a deep thinker",1 to 5,15,3
Adolf Hitler,Generates a lot of enthusiasm,1 to 5,16,1
Adolf Hitler,Has a forgiving nature,1 to 5,17,3
Adolf Hitler,Tends to be disorganized,1 to 5,18,2
Adolf Hitler,Worries a lot,1 to 5,19,4
Adolf Hitler,Has an active imagination,1 to 5,20,3
Adolf Hitler,Tends to be quiet,1 to 5,21,5
Adolf Hitler,Is generally trusting,1 to 5,22,5
Adolf Hitler,Tends to be lazy,1 to 5,23,4
Adolf Hitler,"Is emotionally stable, not easily upset",1 to 5,24,3
Adolf Hitler,Is inventive,1 to 5,25,5
Adolf Hitler,Has an assertive personality,1 to 5,26,4
Adolf Hitler,Can be cold and aloof,1 to 5,27,1
Adolf Hitler,Perseveres until the task is finished,1 to 5,28,2
Adolf Hitler,Can be moody,1 to 5,29,4
Adolf Hitler,"Values artistic, aesthetic experiences",1 to 5,30,1
Adolf Hitler,"Is sometimes shy, inhibited",1 to 5,31,3
Adolf Hitler,Is considerate and kind to almost everyone,1 to 5,32,1
Adolf Hitler,Does things efficiently,1 to 5,33,4
Adolf Hitler,Remains calm in tense situations,1 to 5,34,5
Adolf Hitler,Prefers work that is routine,1 to 5,35,5
Adolf Hitler,"Is outgoing, sociable",1 to 5,36,5
Adolf Hitler,Is sometimes rude to others,1 to 5,37,5
Adolf Hitler,Makes plans and follows through with them,1 to 5,38,4
Adolf Hitler,Gets nervous easily,1 to 5,39,3
Adolf Hitler,"Likes to reflect, play with ideas",1 to 5,40,3
Adolf Hitler,Has few artistic interests,1 to 5,41,4
Adolf Hitler,Likes to cooperate with others,1 to 5,42,5
Adolf Hitler,Is easily distracted,1 to 5,43,5
Adolf Hitler,"Is sophisticated in art, music, or Literature",1 to 5,44,2
Benito Mussolini,Is talkative,1 to 5,1,3
Benito Mussolini,Tends to find fault with others,1 to 5,2,4
Benito Mussolini,Does a thorough job,1 to 5,3,3
Benito Mussolini,"Is depressed, blue",1 to 5,4,4
Benito Mussolini,"Is original, comes up with new ideas",1 to 5,5,3
Benito Mussolini,Is reserved,1 to 5,6,5
Benito Mussolini,Is helpful and unselfish with others,1 to 5,7,5
Benito Mussolini,Can be somewhat careless,1 to 5,8,3
Benito Mussolini,"Is relaxed, handles stress well",1 to 5,9,1
Benito Mussolini,Is curious about many different things,1 to 5,10,4
Benito Mussolini,Is full of energy,1 to 5,11,3
Benito Mussolini,Starts quarrels with others,1 to 5,12,3
Benito Mussolini,Is a reliable worker,1 to 5,13,4
Benito Mussolini,Can be tense,1 to 5,14,3
Benito Mussolini,"Is ingenious, a deep thinker",1 to 5,15,3
Benito Mussolini,Generates a lot of enthusiasm,1 to 5,16,5
Benito Mussolini,Has a forgiving nature,1 to 5,17,3
Benito Mussolini,Tends to be disorganized,1 to 5,18,3
Benito Mussolini,Worries a lot,1 to 5,19,3
Benito Mussolini,Has an active imagination,1 to 5,20,3
Benito Mussolini,Tends to be quiet,1 to 5,21,1
Benito Mussolini,Is generally trusting,1 to 5,22,1
Benito Mussolini,Tends to be lazy,1 to 5,23,4
Benito Mussolini,"Is emotionally stable, not easily upset",1 to 5,24,4
Benito Mussolini,Is inventive,1 to 5,25,3
Benito Mussolini,Has an assertive personality,1 to 5,26,3
Benito Mussolini,Can be cold and aloof,1 to 5,27,3
Benito Mussolini,Perseveres until the task is finished,1 to 5,28,3
Benito Mussolini,Can be moody,1 to 5,29,2
